"Position","Company","Posting_Text","Link","Term"
"Quality Improvement Data Analyst","Boston Children's Hospital","","https://www.indeed.com/rc/clk?jk=218af097017aa942&fccid=847fa4d5cb464f5a&vjs=3","data+analyst"
"Data Analyst - Case Specialist","Financial Recovery Technologies","Join a fast growing company that is transforming its industry! Financial Recovery Technologies has become a trusted partner to hedge funds, mutual funds, custodians, sovereign wealth funds, and other institutional investment firms, and our best-in-class people and technology have made FRT a market leader. As a Data Analyst – Case Specialist, you will work with data from some of the top financial institutions in the world to help those institutions get the information they need to make decisions about whether and how to pursue recovery opportunities after instances of corporate fraud.
The Role: As a Data Analyst – Case Specialist, you will:
Our ideal candidate has:
What benefits does FRT offer?
THIS IS AN ENTRY LEVEL POSITION (0-5 YEARS EXPERIENCE).
This position is based in our Medford, MA, headquarters. LOCAL CANDIDATES ONLY, PLEASE.
AGENCIES: WE ARE NOT WORKING WITH AGENCIES ON THIS REQUISITION, SO PLEASE DO NOT SUBMIT YOUR CANDIDATES FOR THIS ROLE.","https://www.indeed.com/rc/clk?jk=a52440cbf9cf547b&fccid=790f1cb18e84cd8a&vjs=3","data+analyst"
"Data Analyst","LevelUp","","https://www.indeed.com/rc/clk?jk=aa2914267222d21c&fccid=57b8410d77e65df7&vjs=3","data+analyst"
"Data Analyst","CareDash","","https://www.indeed.com/rc/clk?jk=e2e22ab528716f23&fccid=573fa758d47d10dd&vjs=3","data+analyst"
"Language Data Specialist - Portuguese","Amazon.com","","https://www.indeed.com/rc/clk?jk=83dfadc2ebc94b9c&fccid=fe2d21eef233e94a&vjs=3","data+analyst"
"Data Scientist","Amazon.com","","https://www.indeed.com/rc/clk?jk=03d85b548e2394e0&fccid=fe2d21eef233e94a&vjs=3","data+analyst"
"Senior Data Analyst","UnitedHealth Group","","https://www.indeed.com/rc/clk?jk=a8f0d41daaf07673&fccid=d3d3520998346837&vjs=3","data+analyst"
"Data Analyst, Regulatory","Circle","","https://www.indeed.com/rc/clk?jk=d804286212d4b87d&fccid=4ad12104a44e9eb6&vjs=3","data+analyst"
"Liquidity Program Data Analyst","Manulife","Are you looking for unlimited opportunities to develop and succeed? With work that challenges and makes a difference, within a flexible and supportive environment, we can help our customers achieve their dreams and aspirations.
Job Description
The Liquidity Risk Management Program (“LRMP”) Data Analyst will report directly to the LRMP Oversight Director. The position is responsible for the daily operations regarding liquidity data in order to support the LRMP. This includes monitoring and maintenance of the liquidity management assumptions and daily results, reporting on liquidity results, reconciliation across multiple sources of liquidity data, and continuous improvement of data quality. A strong partnership with internal business partners such as IT, Investment Risk & Oversight, Data Management, and the Chief Compliance Office will be necessary in order to identify and resolve data issues on a daily, monthly, quarterly, and annual basis.
Individual Responsibilities:
JOHN HANCOCK IS AN EQUAL OPPORTUNITY EMPLOYER - AA/F/M/D/V
#LI-JHI
If you are ready to unleash your potential it’s time to start your career with Manulife/John Hancock.
About Manulife
Manulife Financial Corporation is a leading international financial services group that helps people achieve their dreams and aspirations by putting customers' needs first and providing the right advice and solutions. We operate as John Hancock in the United States and Manulife elsewhere. We provide financial advice, insurance, as well as wealth and asset management solutions for individuals, groups and institutions. At the end of 2016, we had approximately 35,000 employees, 70,000 agents, and thousands of distribution partners, serving more than 22 million customers. At the end of 2016, we had $977 billion (US$728 billion) in assets under management and administration, and in the previous 12 months we made almost $26 billion in payments to our customers.
Our principal operations are in Asia, Canada and the United States where we have served customers for more than 100 years. With our global headquarters in Toronto, Canada, we trade as 'MFC' on the Toronto, New York, and the Philippine stock exchanges and under '945' in Hong Kong.
Manulife is committed to supporting a culture of diversity and accessibility across the organization. It is our priority to remove barriers to provide equal access to employment. A Human Resources representative will consult with applicants contacted to participate at any stage of the recruitment process who request an accommodation. Information received regarding the accommodation needs of applicants will be addressed confidentially.","https://www.indeed.com/rc/clk?jk=99c92fc471a1fe55&fccid=1b217912a3042c02&vjs=3","data+analyst"
"Research Analyst, High Income","Fidelity Investments","","https://www.indeed.com/rc/clk?jk=629ba86137c9a5b9&fccid=deb234f9dd3edcea&vjs=3","Research+Analyst"
"Research Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to monitor the Massachusetts health care system and to provide reliable information and meaningful analysis for those seeking to improve the health care system. CHIA also acts as a principal repository for health care data collected by the state and is responsible for key data assets such as the Massachusetts All-Payer Claims Database and the Massachusetts Acute Hospital Case Mix Databases.
CHIA is seeking a Research Analyst to join its Health System Performance Research Team. The Analyst will provide analytical and programming support for projects undertaken by the Research Team on access, affordability, utilization, and quality. Current Research Team projects include the Massachusetts Health Insurance Survey, the Massachusetts Employer Survey, ongoing analyses of avoidable hospital use measures such as readmissions and revisits, and exploration of methods to appropriately account for socioeconomic factors in reporting. The work of the analyst will draw mostly upon CHIA’s data assets, such as the household and employer surveys, Case Mix and All-Payer Claims Databases, but will also include other relevant data sources.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $58,401.20 - $78,762.58 annually.
Specifically, the Research Analyst will:
Preferred Qualifications:
Minimum Entrance Requirements:
Applicants must have at least (A) three years of full-time, or equivalent part-time, professional experience in business administration, health care planning or administration, public health policy or administration, human services policy analysis or administration or economics, the major duties of which include financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of financial reimbursement systems, or (B) any equivalent combination of the required experience and the substitutions below.
Substitutions:

I. A Bachelor's degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration or economics may be substituted for a maximum of two years of the required experience.*
II. A Graduate degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration or economics may be substituted for the required experience.
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst II
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","https://www.indeed.com/rc/clk?jk=56979ae998a0aec0&fccid=7465094da85cc688&vjs=3","Research+Analyst"
"Research & Evaluation Analyst, Engineering is Elementary Curriculum","Museum of Science","Museum of Science, Boston
www.mos.org
Innovation and creativity come from the unique perspectives of a diverse staff. We value your perspective.
SUMMARY STATEMENT:
In a collaborative team environment, provide qualitative analytical insight and lead initiatives part of the Engineering is Elementary Research & Evaluation team as they evaluate the development of new curriculum and professional development offerings. This includes conducting formative evaluation of new curriculum products in early childhood and elementary school settings, organizing and communicating data management procedures to the team and external partners, and analyzing and communicating qualitative research findings to funders and the educational research field.
RESPONSIBILITIES:
WORK SCHEDULE:
This position is full-time, 40 hours/wk, Monday-Friday
REPORTS TO:
Manager, Operations, Research and Multimedia
MINIMUM QUALIFICATIONS:
STARTING SALARY:
Non-Exempt (Hourly).
BENEFITS:
Benefits for full-time, non-exempt (hourly) staff include: free parking, T accessibility, 15 vacation days, 12 holidays, 5-10 sick days, medical, dental, and vision insurance, short- and long-term disability, life insurance, retirement and savings plan, health care/dependent care flex spending plan, employee discounts, employee referral program, tuition assistance, professional development, direct deposit, free admission, free Duck Tours, discounted movie passes, and much more!
The Museum of Science is fully committed to Equal Employment Opportunity and to attracting, retaining, developing and promoting the most qualified employees without regard to their race, gender, color, religion, sexual orientation, national origin, age, physical or mental disability, citizenship status, veteran status, or any other characteristic prohibited by federal, state or local law. We are dedicated to providing a work environment free from discrimination and harassment, and where employees are treated with respect and dignity.
No phone inquiries, please. Qualified applicants will be contacted within two to four weeks of initial application.","https://www.indeed.com/rc/clk?jk=aeb4be45c2f9e08f&fccid=c5800f21931c30b1&vjs=3","Research+Analyst"
"Research Analyst (Education Industry)","Student Educare","EduCare is an education technology company that manages a mobile app called EduCare, which is designed to improve communication among parents of K12 international students, teachers and host parents.","https://www.indeed.com/rc/clk?jk=096816b0c1db98ea&fccid=ed5832f65e90158d&vjs=3","Research+Analyst"
"Research Analyst opportunity in Boston","FloydAdvisory","Job Description:
Floyd Advisory is a consulting firm providing financial and accounting expertise in areas of business strategy, valuation, SEC reporting, and transaction analysis.
We are seeking an efficient, detail-oriented research analyst to join our organization to perform various industry and client-related research and analysis tasks.
Responsibilities include, but are not limited to:
Candidate requirements:
Qualifications:
Applicants should send their resumes with cover letters to kgeci@floydadvisory.com.","https://www.indeed.com/rc/clk?jk=863db13b4deaf7b5&fccid=29370928607466a6&vjs=3","Research+Analyst"
"Research Analyst II","Harvard University","Job Code
Duties & Responsibilities
Basic Qualifications
Additional Qualifications
Job Function
Sub-Unit
Location
Department
Time Status
Union
Salary Grade
Appointment End Date
Pre-Employment Screening
EEO Statement","https://www.indeed.com/rc/clk?jk=31a1bcac18c98dbe&fccid=5507a64404691526&vjs=3","Research+Analyst"
"Research Analyst (Data)","MIT","Working at MIT offers opportunities, an environment, a culture – and benefits – that just aren’t found together anywhere else. If you’re curious, motivated, want to be part of a unique community, and help shape the future – then take a look at this opportunity.
RESEARCH ANALYST (DATA), Abdul Latif Jameel Poverty Action Lab (J-PAL) (multiple openings), to work closely with and support the research of an MIT faculty member, largely in the area of data analysis. Will work hand-in-hand with faculty members to clean and analyze data collected from the field. Responsibilities include working with data sets, preparing and running code for data cleaning and analysis; coding in STATA or R; assisting faculty with literature reviews; liaising with field staff running evaluations; providing input into technical aspects of project reports for funders; assisting with technical aspects of new and renewal applications to Institutional Review Boards (IRB) and replying to questions from J-PAL administrative staff working on IRB issues; providing input as appropriate into academic papers; preparing data for publication and publishing in publicly-accessible repositories; supervising undergraduate interns who may assist with the PI’s project; and performing other tasks as assigned. The typical research analyst is considering future graduate study in economics.
Job Requirements
REQUIRED: bachelor’s degree that includes significant training in economics and coursework in statistics, mathematics, and econometrics; hands-on experience with Stata or similar statistical package; experience working with large data sets; good oral and written communication skills; ability to handle several different projects/tasks simultaneously, successfully complete assigned tasks, and meet deadlines; self-motivation and willingness to learn. Formal post-undergraduate professional experience is not required. Job #16658
There may be occasional travel to research field site.
A full job description and additional application instructions are available at https://www.povertyactionlab.org/careers/general-data-research-associate-102715.
Start date: June to September of 2019.","https://www.indeed.com/rc/clk?jk=6debfebf9d376f5e&fccid=71cf745ec1b3aae4&vjs=3","Research+Analyst"
"Part-Time Data Analyst - Beatrice Rogers Research, Friedman School of Nutrition","TUFTS University","","https://www.indeed.com/rc/clk?jk=d570bee016e595a8&fccid=6204ad93e6d7930f&vjs=3","Research+Analyst"
"Research Analyst","Burning Glass Technologies","About the Position:
Responsibilities include:
Requirements include:
Other requirements include:","https://www.indeed.com/rc/clk?jk=0788255c787e8123&fccid=d7437cae23e0f81b&vjs=3","Research+Analyst"
"Research Analyst (Data)","MIT","Working at MIT offers opportunities, an environment, a culture – and benefits – that just aren’t found together anywhere else. If you’re curious, motivated, want to be part of a unique community, and help shape the future – then take a look at this opportunity.
RESEARCH ANALYST (DATA), Abdul Latif Jameel Poverty Action Lab (J-PAL) (multiple openings), to work closely with and support the research of an MIT faculty member, largely in the area of data analysis. Will work hand-in-hand with faculty members to clean and analyze data collected from the field. Responsibilities include working with data sets, preparing and running code for data cleaning and analysis; coding in STATA or R; assisting faculty with literature reviews; liaising with field staff running evaluations; providing input into technical aspects of project reports for funders; assisting with technical aspects of new and renewal applications to Institutional Review Boards (IRB) and replying to questions from J-PAL administrative staff working on IRB issues; providing input as appropriate into academic papers; preparing data for publication and publishing in publicly-accessible repositories; supervising undergraduate interns who may assist with the PI’s project; and performing other tasks as assigned. The typical research analyst is considering future graduate study in economics.
Job Requirements
REQUIRED: bachelor’s degree that includes significant training in economics and coursework in statistics, mathematics, and econometrics; hands-on experience with Stata or similar statistical package; experience working with large data sets; good oral and written communication skills; ability to handle several different projects/tasks simultaneously, successfully complete assigned tasks, and meet deadlines; self-motivation and willingness to learn. Formal post-undergraduate professional experience is not required. Job #16658
There may be occasional travel to research field site.
A full job description and additional application instructions are available at https://www.povertyactionlab.org/careers/general-data-research-associate-102715.
Start date: June to September of 2019.","https://www.indeed.com/rc/clk?jk=6debfebf9d376f5e&fccid=71cf745ec1b3aae4&vjs=3","Research+Analyst"
"Research Analyst","WGBH Educational Foundation","","https://www.indeed.com/rc/clk?jk=630805bb8986c739&fccid=f765655b23ea5421&vjs=3","Research+Analyst"
"Epidemiology Research Analyst II","UnitedHealth Group","","https://www.indeed.com/rc/clk?jk=3cd01cbef01acce6&fccid=d3d3520998346837&vjs=3","Research+Analyst"
"Operations Research Analyst","US Department of Defense","About the Position: Defense Contract Management Agency uses the Expedited Hiring Authority to recruit and appoint qualified individuals directly into shortage category or critical need acquisition positions.
Occasional travel - Business Travel is required 5% of the time.
No
12
0801 General Engineering
0830 Mechanical Engineering
0854 Computer Engineering
0855 Electronics Engineering
0861 Aerospace Engineering
0896 Industrial Engineering
1515 Operations Research
Requirements
FOREIGN EDUCATION: If you are using education completed in foreign colleges or universities to meet the qualification

requirements, you must show the education credentials have been evaluated by a private organization that specializes in interpretation of foreign education programs and such education has been deemed equivalent to that gained in an accredited U.S. education program; or full credit has been given for the courses at a U.S. accredited college or university. For further information, visit: http://www.ed.gov/about/offices/list/ous/international/usnei/us/edlite-visitus-forrecog.html.
You will be evaluated for this job based on how well you meet the qualifications above.
Interagency Career Transition Assistance Program (ICTAP): The Interagency Career Transition Assistance Plan (ICTAP) provides eligible displaced Federal competitive service employees with selection priority over other candidates for competitive service vacancies. If your agency has notified you in writing that you are a displaced employee eligible for ICTAP consideration, you may receive selection priority if: 1) this vacancy is within your ICTAP eligibility, 2) you apply under the instructions in this announcement, and 3) you are found well-qualified for this vacancy. Well-qualified is defined as meeting all of the minimum qualification standards and eligibility requirements as well as possessing skills that clearly exceed the minimum qualification requirements for the position. Under competitive delegated examining, an ICTAP eligible will be considered well-qualified if they attain an eligibility rating of 90 or higher, not including points for veterans' preference. You must provide proof of eligibility with your application to receive selection priority. Such proof may include a copy of your written notification of ICTAP eligibility or a copy of your separation personnel action form. Information about ICTAP eligibility is on OPM's Career Transition Resources website at https://www.opm.gov/policy-data-oversight/workforce-restructuring/employee-guide-to-career-transition/.

Your application package (resume, supporting documents, and responses to the questionnaire) will be used to determine your eligibility, qualifications, and quality ranking for this position. Please follow all instructions carefully. Errors or omissions may affect your rating or consideration for employment.

You should list any relevant performance appraisals and incentive awards in your resume as that information may be taken into consideration during the selection process. If selected, you may be required to provide supporting documentation.
Secret
No
Required Documents
The documents you are required to submit vary based on the authority you are using to apply (i.e., applying as a veteran, applying as a current permanent Federal employee, applying as a reinstatement, etc).

As described above, your complete application includes your resume, your responses to the online questionnaire, and documents which prove your eligibility to apply.
If you fail to provide these documents, you will be marked as having an incomplete application package and you will not be considered any further.
1. Your resume:
Education must be accredited by an accrediting institution recognized by the U.S. Department of Education in order for it to be credited towards qualifications. Therefore, provide only the attendance and/or degrees from schools accredited by accrediting institutions recognized by the U.S. Department of Education .
Failure to provide all of the required information as stated in this vacancy announcement may result in an ineligible rating or may affect the overall rating.
Benefits
A career with the U.S. Government provides employees with a comprehensive benefits package. As a federal employee, you and your family will have access to a range of benefits that are designed to make your federal career very rewarding. Learn more about federal benefits .
Review our benefits
Eligibility for benefits depends on the type of position you hold and whether your position is full-time, part-time, or intermittent. Contact the hiring agency for more information on the specific benefits offered.","https://www.indeed.com/rc/clk?jk=7241b881866366a1&fccid=ca509b164585637a&vjs=3","Research+Analyst"
"Space Analyst - Research Space Management","Massachusetts General Hospital(MGH)","","https://www.indeed.com/rc/clk?jk=788084a83ba3647a&fccid=3aaabf5c54e51db9&vjs=3","Research+Analyst"
"Credit Research Assistant","Income Research + Management","Job Description:
IR+M seeks an individual to join our Investment Team as a Credit Research Assistant. This individual will report to a Senior Credit Research Analyst on the Credit Team. This is a unique opportunity for an individual to work with a talented group of senior research analysts and to learn about different sub-sectors within Financials, Industrials and Utilities.
Responsibilities:
Required Skills and Experience:
Education Requirement:","https://www.indeed.com/rc/clk?jk=829f5685a38ac095&fccid=0c2117399b4556c3&vjs=3","Research+Analyst"
"Senior Research Analyst","Center For Health Information And Analysis","The mission of the Center for Health Information and Analysis (CHIA) is to monitor the Massachusetts health care system and to provide reliable information and meaningful analysis for those seeking to improve the health care system. CHIA also acts as a principal repository for health care data collected by the state and is responsible for key data assets such as the Massachusetts All-Payer Claims Database and the Massachusetts Acute Hospital Case Mix Databases.
CHIA is seeking a Senior Research Analyst to join its Health System Performance Research Team. The Senior Analyst will provide analytical and programming support and leadership for projects undertaken by the Research Team on access, affordability, utilization, and quality. Current Research Team projects include the Massachusetts Health Insurance Survey, the Massachusetts Employer Survey, ongoing analyses of avoidable hospital use measures such as readmissions and revisits, and exploration of methods to appropriately account for socioeconomic factors in reporting. The work of the analyst will draw mostly upon CHIA’s data assets such as the household and employer surveys, Case Mix and All-Payer Claims Databases, but will also include other relevant data sources.
This position will remain open until filled; however, first consideration will be given to those applicants that apply within the first 14 days. The full time salary range for this position is $63,111.11 - $90,989.08 annually.
Specifically, the Senior Research Analyst will:
Preferred Qualifications:
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
Minimum Entrance Requirements:
Applicant must have at least (A) four years of full-time, or equivalent part-time professional experience in business administration, health care planning or administration, public health policy or administration, human services policy analyses or administration, economics, , the major duties of which included financial analysis of costs, expenses and revenue and/or the development, implementation and monitoring of the health care service delivery system and pricing methods.
Substitutions:
I. A Bachelor's degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration, economics, or similar degree may be substituted for a maximum of two years of the required experience.*
II. A graduate degree with a major in health care administration, hospital administration, public health or health services administration, accounting, business administration, business management, public policy, public administration, economics, or a similar degree may be substituted for a maximum of three years of the required experience.*
Total Compensation:
As an employee of the Commonwealth of Massachusetts you are offered a great career opportunity influencing a wide-spectrum of services to the diverse populations we serve - but it's more than a paycheck. The State's total compensation package features an outstanding set of employee benefits which you should consider towards your overall compensation, including:
BARGAINING UNIT: 06 NAGE, Reimbursement Systems Analyst III
CHIA is an Equal Opportunity / Affirmative Action Employer. Females, minorities, veterans, and persons with disabilities are strongly encouraged to apply.
If you have Diversity, Affirmative Action or Equal Employment Opportunity questions or need a Reasonable Accommodation, please contact Diversity Officer / ADA Coordinator: Tonya Bourassa 617-701-8127.
In compliance with federal laws, all persons hired will be required to verify identity and eligibility to work in the United States and to complete the required employment eligibility verification document form upon hire.","https://www.indeed.com/rc/clk?jk=740106808a4a764d&fccid=7465094da85cc688&vjs=3","Research+Analyst"
"Research Analyst","Mt. Auburn Associates","","https://www.indeed.com/rc/clk?jk=12e46691fe729db8&fccid=8db0203e1a00d762&vjs=3","Research+Analyst"
"Research Analyst (18-0095)","GfK","Why GfK?
GfK offers an exciting work environment that encourages an entrepreneurial and innovative spirit. As a trusted leader in market research present in over 100 countries, we know what makes consumers' hearts beat - globally and locally. We work on projects for successful companies in virtually every major industry.
About Us
GfK is the trusted source of relevant market and consumer information that enables clients to make smarter decisions. More than 13,000 market research experts combine their passion with GfK’s long-standing data science experience. This allows GfK to deliver vital global insights matched with local market intelligence. By using innovative technologies and data sciences, GfK turns big data into smart data, enabling its clients to improve their competitive edge and enrich consumers’ experiences and choices.
About Boutique Research
GfK Boutique Research is amongst the first market research firms to develop an analyst team in-house to add value to ‘big data’ specifically for institutional investors. Analysis and forecasts leverage proprietary point-of-sale and partner data complimented with financial results of publically listed companies.
Research reports are syndicated and deliver impactful and concise written conclusions as well as captivating data visualization. GfK analysts are in a unique position to help clients cut through noisy data and find meaningful ways to incorporate alternative data into the investment process for securities listed worldwide.
Position Description
The Research Analyst works on a growing international team conducting research on publically traded companies derived from GfK’s proprietary data assets. We are looking for an energetic and motivated individual seeking to develop their critical thinking skills to serve the audience in the institutional investment space.
Essential Duties and ResponsibilitySpecific Responsibilities include:
Opportunity to Grow
As a Research Analyst, you will have the opportunity to:
Experience and Skill:
The role requires top-rate analysis skills, problem solving aptitude, intellectual rigor as well as self-motivation. We value ingenuity, simplicity, and dedication to the achievement of team objectives.
Education
Bachelors Degree
If that sounds like you, we are excited to get to know you. Make your choice and apply today.
What does this mean for you?The Work Environment We offer a great and inspiring work environment that enables our teams to deliver the best results for our clients. We embrace working in team settings, building on trust, collaboration, and open feedback, and we embrace the latest digital technologies. We foster diversity: this means more than gender, race or age for us. It is the inclusion of different thinking, experiences, expertise and backgrounds across all businesses and organizational levels.
So if you share our drive to help shape markets and like working with teams who are dedicated to bringing research insights and compelling data to life, you could be just the person we’re looking for!
Your Personal Development We believe a company grows when its employees grow. As a 'people company' investing in our most important asset, our people are key. We are committed to providing you with opportunities to develop both professionally and personally through local, regional and global programs.
We offer competitive salaries and attractive benefits, including medical, dental, vision, employer matching 401(k) plan, paid time off and more; as well as opportunities for professional growth and advancement.
For more information on GfK and our employee benefits, please visit us at www.gfk.com
GfK is proud to be an equal opportunity employer. We are committed to attracting, retaining and promoting an inclusive workforce that is fully representative of the diversity that exists in the communities in which we do business. EEO/M/D/V
Take your future into your own hands. We value skills and talents, and will support your development within our international teams. We offer an exciting work environment that brings people together and encourages an entrepreneurial and innovative spirit. We passionately focus on addressing our clients’ needs and improving their knowledge through the best digital research solutions in the world. We do this by integrating data from all sources and by providing prescriptive analytics giving insightful answers to their key business questions. We call this Growth from Knowledge.","https://www.indeed.com/rc/clk?jk=cdc71283fe9becbf&fccid=941c4fb004be80b8&vjs=3","Research+Analyst"
"Analyst, Hockey Operations","Boston Bruins","","https://www.indeed.com/rc/clk?jk=ed135372494374ad&fccid=46ab47325970ecc4&vjs=3","Research+Analyst"
"Market Research Analyst","Houghton Mifflin Harcourt","Job Requisition ID: 14122
Additional Locations: Evanston, IL
Role Overview
As a key member of the Market Intelligence and Research team, the Market Research Analyst plays an instrumental lead role in planning and executing primary market research projects focused on direct customer input (e.g. online surveys, focus groups, 1:1 interviews) to inform key program development and marketing decisions for stakeholders throughout the organization. The Analyst’s primary responsibilities will focus on the scoping, design, and fielding of primary market research activities as well as the analysis and reporting of findings to internal stakeholders.
The Analyst will also bring strategic and competitive approaches to the research protocol that will enhance research processes to improve quality and efficiency. The Analyst manages vendor relationships and oversees vendor execution in the case of outsourced research projects. The Analyst also collaborates with fellow Market Intelligence and Research team members on process improvement projects (e.g. development/refinement of research protocols and best practices, exploration/trial of new methodologies, process enhancements to improve team efficiency and effectiveness, etc.).Strategy and Planning
Participates in developing research project plan, including refining overall product research goals and individual study objectives, selecting research methodology, identifying project milestones, assessing resource requirements, creating timeline, reviewing and controlling costs, and completing project on time.Conducts Research
Under immediate supervision, creates, performs, and manages all research tools and activities needed to conduct formal secondary or primary research. Activities include writing screener, questionnaire, and discussion guide questions, working with third-party vendors, and programming online surveys.Analysis and Reporting
Takes lead role in analyzing data, summarizing findings, synthesizing findings with other information already in-house, assessing information in relation to overall market research goals for product, and presenting research to stakeholders.Professional Development
Contributes to exploration and implementation of efficient and effective research methods through acquiring knowledge about product, markets, research methods, and general professional development.Requirements:
Educational Qualification / Certifications: Bachelor’s degree required.
Relevant Experience: Minimum 3 years of related experience in primary market research and analysis. Experience with the education and/or publishing industries is a plus.
Other Requirements: First-hand experience with market research and analysis software (e.g. survey design software, SPSS) and fluency with core MS Office applications (Excel, PowerPoint, Word) are a must. Proven analytical, writing, and presentation skills. Must be detail-oriented, have good organizational skills, and be able to manage multiple projects concurrently. Some occasional travel required.
Physical Requirements:
ABOUT US:
Houghton Mifflin Harcourt (NASDAQ:HMHC) is a global learning company dedicated to changing people’s lives by fostering passionate, curious learners. As a leading provider of pre-K–12 education content, services, and cutting-edge technology solutions across a variety of media, HMH enables learning in a changing landscape. HMH is uniquely positioned to create engaging and effective educational content and experiences from early childhood to beyond the classroom. HMH serves more than 50 million students in over 150 countries worldwide, while its award-winning children's books, novels, non-fiction, and reference titles are enjoyed by readers throughout the world.
For more information, visit http://careers.hmhco.com
PLEASE NOTE:
Houghton Mifflin Harcourt is an equal employment opportunity employer and participates in E-Verify. All qualified applicants will receive consideration for employment and will not be discriminated against on the basis of gender, race/ethnicity, gender identity, sexual orientation, protected veteran status, disability, or other protected group status.
Nearest Major Market: Boston
Job Segment: Market Research, Media Publishing, Book Publishing, Business Process, Marketing, Publishing, Management","https://www.indeed.com/rc/clk?jk=22e2b72b60b92da9&fccid=de944fd9a81b62b0&vjs=3","Research+Analyst"
"Research Analyst (IoT)","Lux Research Inc","The Internet of Things (IoT) is disrupting nearly every facet of life, from transportation to retail to industrial processes. However, choosing the right technologies that enable IoT ecosystems, whether in the Smart Home, Connected Car, or Smart Factory is challenging, not to mention understanding how to turn them into successful businesses. Lux Research is seeking candidates to research the future of the IoT to help clients grow their businesses and understand their technology decisions. Clients include multi-national electronics, materials, and consumer goods companies in addition to investor, academic, and government groups.
Analysts spend their time speaking with innovative technology developers and clients, attending and speaking at conferences, and analyzing their findings to help clients make informed decisions. An IoT analyst will be exposed to a wide range of technologies including sensors, communication protocols, artificial intelligence, augmented and virtual reality, and connected devices to develop research like technology roadmaps, market sizes, and supply chain dynamics.
The analyst role will:
Responsibilities:
Requirements:","https://www.indeed.com/rc/clk?jk=797b42d5f3c2254b&fccid=4426f8955e629736&vjs=3","Research+Analyst"
"Survey Research Analyst","451 Research LLC","","https://www.indeed.com/rc/clk?jk=b49e2361bebfdf6e&fccid=854b6265d5210a19&vjs=3","Research+Analyst"
"Research Associate","Forrester","The Research Associate (RA) plays a crucial role in Forrester’s research efforts by working with analysts to drive the research process. RAs help set research plans, facilitate interactions with internal and external subject matter experts, and apply Forrester methodologies to help analysts produce high-quality and objective deliverables. As RAs progress in a career at Forrester, they may take on additional responsibilities, including designing graphics for publication, assisting with document writing and blogging, analyzing survey data, and/or conducting research interviews.","https://www.indeed.com/rc/clk?jk=53ec6b58a15b3cff&fccid=058abecc263f56ba&vjs=3","Research+Analyst"
"Credit Research Associate","Income Research + Management","Job Description:
IR+M seeks an individual to join our Investment Team as a Credit Research Associate. This individual will report to a Credit Team Senior Research Analyst.
Responsibilities:
Required Skills and Experience:
Education Requirement:","https://www.indeed.com/rc/clk?jk=09b6cc5a95e87163&fccid=0c2117399b4556c3&vjs=3","Research+Analyst"
